,Unnamed: 0,Reference,Bibliography,Instance number,First Layer,Counter Electrode,Reference Electrode,WE area(cm2),Power(W),Wavelength(nm),Intensity(mW/cm2),AM1.5G,ElectrolyteType,Electrolyte Molarity (M),pH,BandGap(eV),Bias vs what,Experimental Bias (V),correction factor, RHE bias (V vs RHE),PhotocurrentDensity(mA/cm2)
3238,4780,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",367,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.88,Ag/AgCl,1.006,0.197,1.616,0.001
3239,4781,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",367,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.88,Ag/AgCl,1.16,0.197,1.77,0.004
3240,4782,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",367,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.88,Ag/AgCl,1.313,0.197,1.923,0.01
3241,4783,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",367,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.88,Ag/AgCl,1.467,0.197,2.077,0.018
3242,4784,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",367,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.88,Ag/AgCl,1.621,0.197,2.231,0.027
3243,4785,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",367,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.88,Ag/AgCl,1.748,0.197,2.358,0.034
3244,4786,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,0.344,0.197,0.954,0.344
3245,4787,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,0.459,0.197,1.069,0.459
3246,4788,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,0.612,0.197,1.222,0.612
3247,4789,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,0.766,0.197,1.376,0.766
3248,4790,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,0.92,0.197,1.53,0.92
3249,4791,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,1.073,0.197,1.683,1.073
3250,4792,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,1.227,0.197,1.837,1.227
3251,4793,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,1.362,0.197,1.972,1.362
3252,4794,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,1.453,0.197,2.063,1.453
3253,4795,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,1.511,0.197,2.121,1.511
3254,4796,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,1.559,0.197,2.169,1.559
3255,4797,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,1.606,0.197,2.216,1.606
3256,4798,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,1.651,0.197,2.261,1.651
3257,4799,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,1.693,0.197,2.303,1.693
3258,4800,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,1.732,0.197,2.342,1.732
3259,4801,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,1.768,0.197,2.378,1.768
3260,4802,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",368,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.75,Ag/AgCl,1.788,0.197,2.398,1.788
3581,5723,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.491,0,0.491,-0.016
3582,5724,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.592,0,0.592,-0.012
3583,5725,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.693,0,0.693,-0.003
3584,5726,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.802,0,0.802,0.001
3585,5727,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.9,0,0.9,-0.001
3586,5728,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.994,0,0.994,0
3587,5729,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.076,0,1.076,0.015
3588,5730,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.175,0,1.175,0.024
3589,5731,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.279,0,1.279,0.033
3590,5732,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.381,0,1.381,0.053
3591,5733,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.479,0,1.479,0.067
3592,5734,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.574,0,1.574,0.095
3593,5735,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.673,0,1.673,0.134
3594,5736,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",57,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.78,0,1.78,0.183
3595,5737,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.494,0,0.494,-0.013
3596,5738,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.591,0,0.591,-0.02
3597,5739,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.692,0,0.692,-0.003
3598,5740,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.798,0,0.798,0.006
3599,5741,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.889,0,0.889,0.01
3600,5742,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.971,0,0.971,0.024
3601,5743,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.076,0,1.076,0.074
3602,5744,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.185,0,1.185,0.152
3603,5745,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.283,0,1.283,0.263
3604,5746,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.378,0,1.378,0.415
3605,5747,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.476,0,1.476,0.579
3606,5748,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.577,0,1.577,0.744
3607,5749,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.678,0,1.678,0.909
3608,5750,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",58,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.779,0,1.779,1.051
3609,5751,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",59,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.487,0,0.487,0.012
3610,5752,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",59,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.595,0,0.595,0.012
3611,5753,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",59,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.689,0,0.689,0.012
3612,5754,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",59,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.799,0,0.799,0.008
3613,5755,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",59,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.9,0,0.9,0.008
3614,5756,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",59,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,0.973,0,0.973,0.069
3615,5757,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",59,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.078,0,1.078,0.131
3616,5758,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",59,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.18,0,1.18,0.235
3617,5759,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",59,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.277,0,1.277,0.385
3618,5760,114,"Berglund SP, Rettie AJE, Hoang S, Mullins CB. Incorporation of Mo and W into nanostructured BiVO 4 films for efficient photoelectrochemical water oxidation. Phys Chem Chem Phys 2012;14:7065–75. https://doi.org/10.1039/c2cp40807d.",59,BiVO,Pt wire,Ag/AgCl,0.212,150,410,73,1,Na2SO4,0.1,6.8,2.5,RHE,1.38,0,1.38,0.569
